,订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,年份,月份,商品大类,商品小类
29161,D24016,2019-07-02,S23144,东区,安徽,阜阳市,X038,476,102.0,48552.0,2019,7,护肤品,面霜
29162,D25932,2019-08-07,S13106,北区,山东,青岛市,X088,601,125.0,75125.0,2019,8,彩妆,粉底
29163,D30573,2019-05-10,S15014,西区,重庆,重庆市,X048,1223,61.0,74603.0,2019,5,护肤品,爽肤水
29164,D32196,2019-05-27,S13440,东区,江苏,扬州市,X091,947,214.0,202658.0,2019,5,彩妆,粉底
29165,D28832,2019-01-25,S20797,北区,河北,廊坊市,X035,1534,76.0,116584.0,2019,1,护肤品,面霜
29166,D25670,2019-04-21,S13734,北区,山东,德州市,X056,551,233.0,128383.0,2019,4,护肤品,爽肤水
29167,D24414,2019-06-14,S17309,东区,安徽,合肥市,X089,1018,104.0,105872.0,2019,6,彩妆,粉底
29168,D28263,2019-04-07,S13020,南区,湖南,岳阳市,X080,48,72.0,3456.0,2019,4,彩妆,口红
29169,D29331,2019-03-21,S16639,北区,河南,郑州市,X055,643,222.0,142746.0,2019,3,护肤品,爽肤水
29170,D29544,2019-08-28,S20522,东区,上海,上海市,X089,861,104.0,89544.0,2019,8,彩妆,粉底
29171,D29258,2019-05-24,S21939,北区,山东,淄博市,X070,803,242.0,194326.0,2019,5,护肤品,防晒霜
29172,D22670,2019-08-06,S20995,南区,广西,梧州市,X029,960,154.0,147840.0,2019,8,护肤品,面霜
29173,D34331,2019-05-05,S15175,南区,江西,吉安市,X020,1231,100.0,123100.0,2019,5,护肤品,眼霜
29174,D26585,2019-06-15,S15901,南区,广西,贵港市,X038,397,102.0,40494.0,2019,6,护肤品,面霜
29175,D27571,2019-09-14,S16106,北区,山东,青岛市,X079,1331,128.0,170368.0,2019,9,彩妆,口红
29176,D25532,2019-05-22,S21735,东区,江苏,南通市,X049,590,226.0,133340.0,2019,5,护肤品,爽肤水
29177,D24579,2019-02-22,S12578,南区,广西,桂林市,X014,1108,86.0,95288.0,2019,2,护肤品,面膜
29178,D27545,2019-07-31,S22553,东区,上海,上海市,X031,1263,86.0,108618.0,2019,7,护肤品,面霜
29179,D23955,2019-05-14,S15417,东区,浙江,嘉兴市,X040,1880,142.0,266960.0,2019,5,护肤品,面霜
29180,D23619,2019-03-31,S19139,北区,河南,驻马店市,X016,1069,99.0,105831.0,2019,3,护肤品,面膜
29181,D25325,2019-08-24,S15310,南区,福建,泉州市,X059,549,56.0,30744.0,2019,8,护肤品,隔离霜
29182,D27517,2019-04-24,S11381,北区,辽宁,锦州市,X057,1206,245.0,295470.0,2019,4,护肤品,爽肤水
29183,D26049,2019-07-24,S11778,西区,甘肃,平凉市,X011,731,226.0,165206.0,2019,7,护肤品,面膜
29184,D31239,2019-03-30,S22123,西区,四川,广元市,X044,355,174.0,61770.0,2019,3,护肤品,洁面乳
29185,D21936,2019-07-28,S22524,东区,江苏,淮安市,X039,802,108.0,86616.0,2019,7,护肤品,面霜
29186,D21606,2019-07-27,S21531,东区,安徽,合肥市,X055,144,222.0,31968.0,2019,7,护肤品,爽肤水
29187,D31176,2019-03-13,S17910,东区,浙江,嘉兴市,X089,385,104.0,40040.0,2019,3,彩妆,粉底
29188,D21791,2019-05-25,S14444,北区,河北,廊坊市,X040,1236,142.0,175512.0,2019,5,护肤品,面霜
29189,D24008,2019-06-17,S23249,北区,山东,烟台市,X051,233,203.0,47299.0,2019,6,护肤品,爽肤水
29190,D26823,2019-04-27,S21827,东区,浙江,宁波市,X071,883,253.0,223399.0,2019,4,护肤品,防晒霜
29191,D30983,2019-04-04,S19657,北区,河北,邯郸市,X055,971,222.0,215562.0,2019,4,护肤品,爽肤水
29192,D28248,2019-04-17,S22004,南区,福建,宁德市,X023,1378,235.0,323830.0,2019,4,护肤品,眼霜
29193,D31341,2019-02-19,S15361,南区,福建,泉州市,X015,386,151.0,58286.0,2019,2,护肤品,面膜
29194,D21791,2019-05-25,S14444,北区,河北,廊坊市,X055,963,222.0,213786.0,2019,5,护肤品,爽肤水
29195,D34243,2019-08-26,S10972,南区,福建,泉州市,X026,516,101.0,52116.0,2019,8,护肤品,面霜
29196,D33305,2019-04-16,S23256,南区,福建,福州市,X002,1756,141.0,247596.0,2019,4,护肤品,面膜
29197,D31450,2019-05-05,S16149,东区,浙江,温州市,X057,411,245.0,100695.0,2019,5,护肤品,爽肤水
29198,D25109,2019-04-28,S21358,东区,浙江,杭州市,X029,314,154.0,48356.0,2019,4,护肤品,面霜
29199,D31087,2019-04-01,S20112,南区,广西,北海市,X040,813,142.0,115446.0,2019,4,护肤品,面霜
29200,D22744,2019-09-29,S18884,西区,甘肃,兰州市,X022,1260,158.0,199080.0,2019,9,护肤品,眼霜
29201,D21262,2019-07-21,S20667,北区,山东,青岛市,X064,1607,150.0,241050.0,2019,7,护肤品,隔离霜
29202,D22920,2019-05-13,S20068,西区,四川,达州市,X051,1219,203.0,247457.0,2019,5,护肤品,爽肤水
29203,D22980,2019-04-12,S17841,北区,北京,北京市,X021,1274,59.0,75166.0,2019,4,护肤品,眼霜
29204,D22376,2019-08-06,S17953,北区,河北,秦皇岛市,X029,1332,154.0,205128.0,2019,8,护肤品,面霜
29205,D26385,2019-06-10,S21514,南区,广东,深圳市,X004,943,211.0,198973.0,2019,6,护肤品,面膜
29206,D32302,2019-04-30,S19460,东区,上海,上海市,X061,981,203.0,199143.0,2019,4,护肤品,隔离霜
29207,D27060,2019-08-13,S20947,东区,上海,上海市,X086,771,92.0,70932.0,2019,8,彩妆,口红
29208,D31633,2019-02-14,S22423,西区,陕西,安康市,X020,885,100.0,88500.0,2019,2,护肤品,眼霜
29209,D25160,2019-08-25,S20906,东区,江苏,扬州市,X080,138,72.0,9936.0,2019,8,彩妆,口红
29210,D24452,2019-06-14,S17150,南区,江西,景德镇市,X027,1450,164.0,237800.0,2019,6,护肤品,面霜
29211,D27952,2019-05-18,S20112,南区,广西,北海市,X068,289,225.0,65025.0,2019,5,护肤品,防晒霜
29212,D30738,2019-03-23,S17292,东区,浙江,杭州市,X075,789,126.0,99414.0,2019,3,护肤品,防晒霜
29213,D28408,2019-01-09,S18884,西区,甘肃,兰州市,X011,1164,226.0,263064.0,2019,1,护肤品,面膜
29214,D25575,2019-08-08,S15085,南区,广东,深圳市,X069,801,251.0,201051.0,2019,8,护肤品,防晒霜
29215,D27507,2019-06-20,S11622,东区,安徽,淮北市,X030,1007,237.0,238659.0,2019,6,护肤品,面霜
29216,D23746,2019-07-28,S21166,南区,广东,东莞市,X044,628,174.0,109272.0,2019,7,护肤品,洁面乳
29217,D24654,2019-03-01,S13711,西区,四川,眉山市,X047,654,192.0,125568.0,2019,3,护肤品,爽肤水
29218,D23930,2019-02-06,S20997,西区,重庆,重庆市,X038,1196,102.0,121992.0,2019,2,护肤品,面霜
29219,D34395,2019-08-29,S12095,东区,安徽,亳州市,X030,415,237.0,98355.0,2019,8,护肤品,面霜
29220,D24838,2019-05-20,S11104,北区,辽宁,抚顺市,X039,1087,108.0,117396.0,2019,5,护肤品,面霜
29221,D27272,2019-02-22,S20293,东区,江苏,南京市,X046,99,241.0,23859.0,2019,2,护肤品,洁面乳
29222,D32006,2019-06-10,S19095,东区,上海,上海市,X055,651,222.0,144522.0,2019,6,护肤品,爽肤水
29223,D24262,2019-01-20,S11957,北区,山西,忻州市,X030,897,237.0,212589.0,2019,1,护肤品,面霜
29224,D25423,2019-08-13,S11412,北区,吉林,长春市,X006,2173,159.0,345507.0,2019,8,护肤品,面膜
29225,D31442,2019-09-07,S15908,西区,四川,自贡市,X081,1818,204.0,370872.0,2019,9,彩妆,口红
29226,D24189,2019-05-05,S15283,东区,浙江,绍兴市,X011,596,226.0,134696.0,2019,5,护肤品,面膜
29227,D22672,2019-04-27,S16068,南区,江西,赣州市,X025,345,102.0,35190.0,2019,4,护肤品,眼霜
29228,D25038,2019-05-09,S12358,西区,四川,广安市,X022,76,158.0,12008.0,2019,5,护肤品,眼霜
29229,D28469,2019-04-20,S16129,南区,广东,佛山市,X022,2409,158.0,380622.0,2019,4,护肤品,眼霜
29230,D23891,2019-07-11,S22399,南区,湖南,长沙市,X078,357,116.0,41412.0,2019,7,彩妆,口红
29231,D22621,2019-09-03,S22796,东区,浙江,台州市,X071,998,253.0,252494.0,2019,9,护肤品,防晒霜
29232,D26651,2019-06-13,S14444,北区,河北,廊坊市,X023,153,235.0,35955.0,2019,6,护肤品,眼霜
29233,D25079,2019-05-10,S14775,南区,广东,深圳市,X042,761,159.0,120999.0,2019,5,护肤品,洁面乳
29234,D29710,2019-05-15,S19794,东区,湖北,武汉市,X050,326,143.0,46618.0,2019,5,护肤品,爽肤水
29235,D24604,2019-06-28,S22155,西区,云南,德宏傣族景颇族自治州,X014,747,86.0,64242.0,2019,6,护肤品,面膜
29236,D27912,2019-08-27,S10110,东区,江苏,镇江市,X023,176,235.0,41360.0,2019,8,护肤品,眼霜
29237,D27269,2019-07-19,S21024,南区,湖南,邵阳市,X071,625,253.0,158125.0,2019,7,护肤品,防晒霜
29238,D22963,2019-07-03,S16071,南区,湖南,郴州市,X050,1511,143.0,216073.0,2019,7,护肤品,爽肤水
29239,D27168,2019-05-05,S11028,东区,上海,上海市,X009,1500,92.0,138000.0,2019,5,护肤品,面膜
29240,D25377,2019-06-04,S12848,西区,云南,昆明市,X044,686,174.0,119364.0,2019,6,护肤品,洁面乳
29241,D23391,2019-08-22,S19170,西区,新疆,克拉玛依市,X069,431,251.0,108181.0,2019,8,护肤品,防晒霜
29242,D28606,2019-03-31,S10001,南区,广东,东莞市,X003,1259,168.0,211512.0,2019,3,护肤品,面膜
29243,D22092,2019-05-19,S11411,东区,江苏,苏州市,X054,886,83.0,73538.0,2019,5,护肤品,爽肤水
29244,D27289,2019-05-06,S22123,西区,四川,广元市,X013,971,164.0,159244.0,2019,5,护肤品,面膜
29245,D29448,2019-02-18,S22256,南区,广西,北海市,X019,1434,210.0,301140.0,2019,2,护肤品,眼霜
29246,D24491,2019-04-06,S10141,东区,江苏,苏州市,X106,1047,224.0,234528.0,2019,4,彩妆,睫毛膏
29247,D26135,2019-09-09,S16843,东区,湖北,黄冈市,X065,621,140.0,86940.0,2019,9,护肤品,隔离霜
29248,D32783,2019-04-04,S16143,南区,广东,梅州市,X091,1284,214.0,274776.0,2019,4,彩妆,粉底
29249,D29514,2019-05-21,S19304,北区,黑龙江,大庆市,X003,791,168.0,132888.0,2019,5,护肤品,面膜
29250,D30118,2019-09-28,S10011,北区,山东,潍坊市,X051,410,203.0,83230.0,2019,9,护肤品,爽肤水
29251,D30497,2019-08-15,S10448,南区,福建,南平市,X059,786,56.0,44016.0,2019,8,护肤品,隔离霜
29252,D25596,2019-05-01,S22773,东区,江苏,苏州市,X007,617,213.0,131421.0,2019,5,护肤品,面膜
29253,D24285,2019-09-04,S19231,北区,山东,淄博市,X065,556,140.0,77840.0,2019,9,护肤品,隔离霜
29254,D23781,2019-04-11,S10723,南区,湖南,株洲市,X055,683,222.0,151626.0,2019,4,护肤品,爽肤水
29255,D27438,2019-09-24,S13802,东区,江苏,盐城市,X011,460,226.0,103960.0,2019,9,护肤品,面膜
29256,D27323,2019-01-20,S20417,东区,湖北,襄阳市,X089,524,104.0,54496.0,2019,1,彩妆,粉底
29257,D27039,2019-02-01,S19890,南区,广东,汕尾市,X034,1634,182.0,297388.0,2019,2,护肤品,面霜
29258,D26536,2019-06-15,S12592,东区,浙江,杭州市,X017,579,213.0,123327.0,2019,6,护肤品,眼霜
29259,D27663,2019-05-23,S14059,西区,重庆,重庆市,X011,1136,226.0,256736.0,2019,5,护肤品,面膜
29260,D22967,2019-03-11,S11690,南区,广东,深圳市,X048,1289,61.0,78629.0,2019,3,护肤品,爽肤水
29261,D25726,2019-01-14,S12103,东区,江苏,扬州市,X037,885,195.0,172575.0,2019,1,护肤品,面霜
29262,D32634,2019-03-16,S21120,南区,广东,深圳市,X050,1451,143.0,207493.0,2019,3,护肤品,爽肤水
29263,D22058,2019-04-16,S10819,西区,四川,乐山市,X002,1828,141.0,257748.0,2019,4,护肤品,面膜
29264,D23980,2019-05-06,S18388,东区,江苏,南京市,X014,1248,86.0,107328.0,2019,5,护肤品,面膜
29265,D22699,2019-04-07,S19538,东区,江苏,南通市,X069,1038,251.0,260538.0,2019,4,护肤品,防晒霜
29266,D31867,2019-03-30,S20004,南区,福建,福州市,X067,1488,212.0,315456.0,2019,3,护肤品,隔离霜
29267,D31280,2019-03-11,S14953,东区,江苏,南京市,X011,1193,226.0,269618.0,2019,3,护肤品,面膜
29268,D30776,2019-05-19,S22268,北区,山东,东营市,X005,298,185.0,55130.0,2019,5,护肤品,面膜
29269,D30195,2019-06-28,S16596,东区,江苏,苏州市,X055,923,222.0,204906.0,2019,6,护肤品,爽肤水
29270,D21607,2019-03-20,S15410,东区,湖北,鄂州市,X075,1078,126.0,135828.0,2019,3,护肤品,防晒霜
29271,D32771,2019-05-14,S10510,南区,福建,泉州市,X075,1668,126.0,210168.0,2019,5,护肤品,防晒霜
29272,D32971,2019-07-24,S12719,南区,广东,广州市,X031,834,86.0,71724.0,2019,7,护肤品,面霜
29273,D28851,2019-08-09,S13106,北区,山东,青岛市,X020,397,100.0,39700.0,2019,8,护肤品,眼霜
29274,D23436,2019-08-25,S17675,东区,江苏,苏州市,X075,426,126.0,53676.0,2019,8,护肤品,防晒霜
29275,D25127,2019-07-11,S10819,西区,四川,乐山市,X026,1636,101.0,165236.0,2019,7,护肤品,面霜
29276,D24655,2019-08-17,S12272,东区,安徽,阜阳市,X036,321,99.0,31779.0,2019,8,护肤品,面霜
29277,D26543,2019-02-03,S15125,北区,辽宁,抚顺市,X108,859,223.0,191557.0,2019,2,彩妆,睫毛膏
29278,D29849,2019-01-03,S10966,南区,湖南,长沙市,X069,1449,251.0,363699.0,2019,1,护肤品,防晒霜
29279,D30737,2019-05-14,S17044,东区,江苏,扬州市,X091,530,214.0,113420.0,2019,5,彩妆,粉底
29280,D23184,2019-08-08,S16891,南区,福建,泉州市,X007,24,213.0,5112.0,2019,8,护肤品,面膜
29281,D32606,2019-09-01,S10253,南区,广东,广州市,X013,1016,164.0,166624.0,2019,9,护肤品,面膜
29282,D29312,2019-02-10,S12122,北区,北京,北京市,X112,378,96.0,36288.0,2019,2,彩妆,睫毛膏
29283,D21444,2019-03-18,S14593,东区,江苏,泰州市,X072,574,62.0,35588.0,2019,3,护肤品,防晒霜
29284,D29423,2019-05-29,S12176,南区,广东,广州市,X094,416,94.0,39104.0,2019,5,彩妆,粉底
29285,D31640,2019-08-05,S10576,东区,浙江,舟山市,X069,631,251.0,158381.0,2019,8,护肤品,防晒霜
29286,D29387,2019-03-27,S18674,南区,广东,深圳市,X075,856,126.0,107856.0,2019,3,护肤品,防晒霜
29287,D24291,2019-03-15,S18911,东区,浙江,台州市,X009,1192,92.0,109664.0,2019,3,护肤品,面膜
29288,D26749,2019-09-08,S12163,南区,广西,桂林市,X051,855,203.0,173565.0,2019,9,护肤品,爽肤水
29289,D23686,2019-05-03,S22123,西区,四川,广元市,X036,9,99.0,891.0,2019,5,护肤品,面霜
29290,D24912,2019-09-08,S13627,南区,广西,北海市,X001,622,121.0,75262.0,2019,9,护肤品,面膜
29291,D27938,2019-04-02,S11955,西区,四川,自贡市,X008,1278,119.0,152082.0,2019,4,护肤品,面膜
29292,D22840,2019-02-13,S22623,南区,广东,广州市,X046,630,241.0,151830.0,2019,2,护肤品,洁面乳
29293,D28752,2019-09-20,S20464,西区,四川,南充市,X066,646,113.0,72998.0,2019,9,护肤品,隔离霜
29294,D32774,2019-06-14,S16884,北区,辽宁,丹东市,X010,1184,58.0,68672.0,2019,6,护肤品,面膜
29295,D23727,2019-04-29,S15969,西区,陕西,西安市,X050,452,143.0,64636.0,2019,4,护肤品,爽肤水
29296,D21272,2019-07-02,S11506,南区,广东,珠海市,X057,1441,245.0,353045.0,2019,7,护肤品,爽肤水
29297,D27087,2019-06-06,S21374,南区,广西,柳州市,X050,1805,143.0,258115.0,2019,6,护肤品,爽肤水
29298,D29184,2019-07-11,S16672,北区,河北,承德市,X091,1186,214.0,253804.0,2019,7,彩妆,粉底
29299,D31597,2019-07-28,S18164,北区,河南,南阳市,X011,1312,226.0,296512.0,2019,7,护肤品,面膜
29300,D23593,2019-08-16,S20055,北区,内蒙古,呼伦贝尔市,X027,1244,164.0,204016.0,2019,8,护肤品,面霜
29301,D21426,2019-07-17,S19726,西区,陕西,咸阳市,X069,699,251.0,175449.0,2019,7,护肤品,防晒霜
29302,D31440,2019-06-11,S15865,东区,湖北,孝感市,X068,1806,225.0,406350.0,2019,6,护肤品,防晒霜
29303,D33025,2019-01-15,S13020,南区,湖南,岳阳市,X039,922,108.0,99576.0,2019,1,护肤品,面霜
29304,D24296,2019-04-28,S16157,北区,山东,烟台市,X087,492,86.0,42312.0,2019,4,彩妆,口红
29305,D22443,2019-08-15,S10616,北区,山西,吕梁市,X105,1161,95.0,110295.0,2019,8,彩妆,睫毛膏
29306,D33104,2019-06-04,S17720,东区,湖北,黄冈市,X047,1001,192.0,192192.0,2019,6,护肤品,爽肤水
29307,D32836,2019-05-12,S12158,东区,浙江,温州市,X012,458,252.0,115416.0,2019,5,护肤品,面膜
29308,D32072,2019-06-28,S14207,西区,四川,南充市,X067,61,212.0,12932.0,2019,6,护肤品,隔离霜
29309,D22190,2019-06-14,S11546,东区,江苏,泰州市,X089,820,104.0,85280.0,2019,6,彩妆,粉底
29310,D25256,2019-02-23,S10419,南区,广东,佛山市,X022,120,158.0,18960.0,2019,2,护肤品,眼霜
29311,D22643,2019-09-11,S10158,东区,江苏,徐州市,X037,342,195.0,66690.0,2019,9,护肤品,面霜
29312,D22175,2019-01-05,S11685,西区,云南,临沧市,X068,943,225.0,212175.0,2019,1,护肤品,防晒霜
29313,D25679,2019-08-13,S19705,东区,江苏,泰州市,X088,563,125.0,70375.0,2019,8,彩妆,粉底
29314,D26933,2019-09-23,S20614,南区,广西,来宾市,X019,994,210.0,208740.0,2019,9,护肤品,眼霜
29315,D30510,2019-08-29,S22984,北区,山东,威海市,X004,880,211.0,185680.0,2019,8,护肤品,面膜
29316,D22389,2019-06-29,S22032,东区,江苏,苏州市,X029,1050,154.0,161700.0,2019,6,护肤品,面霜
29317,D23378,2019-04-05,S14052,北区,河南,信阳市,X071,1094,253.0,276782.0,2019,4,护肤品,防晒霜
29318,D24181,2019-08-03,S11957,北区,山西,忻州市,X023,743,235.0,174605.0,2019,8,护肤品,眼霜
29319,D25089,2019-07-17,S15251,东区,江苏,泰州市,X047,2116,192.0,406272.0,2019,7,护肤品,爽肤水
29320,D25815,2019-09-16,S21335,南区,湖南,衡阳市,X054,2043,83.0,169569.0,2019,9,护肤品,爽肤水
29321,D22980,2019-04-12,S17841,北区,北京,北京市,X079,1508,128.0,193024.0,2019,4,彩妆,口红
29322,D32000,2019-09-07,S20751,西区,甘肃,白银市,X091,998,214.0,213572.0,2019,9,彩妆,粉底
29323,D25401,2019-07-05,S10976,南区,湖南,长沙市,X015,1080,151.0,163080.0,2019,7,护肤品,面膜
29324,D24177,2019-06-10,S17229,北区,山西,大同市,X009,585,92.0,53820.0,2019,6,护肤品,面膜
29325,D29149,2019-09-10,S18733,东区,上海,上海市,X005,627,185.0,115995.0,2019,9,护肤品,面膜
29326,D27117,2019-01-23,S17338,北区,山西,阳泉市,X030,1233,237.0,292221.0,2019,1,护肤品,面霜
29327,D30878,2019-09-02,S23312,东区,江苏,徐州市,X013,844,164.0,138416.0,2019,9,护肤品,面膜
29328,D29455,2019-08-07,S11381,北区,辽宁,锦州市,X009,627,92.0,57684.0,2019,8,护肤品,面膜
29329,D30930,2019-02-20,S13234,东区,安徽,铜陵市,X045,1946,205.0,398930.0,2019,2,护肤品,洁面乳
29330,D31074,2019-03-14,S13205,北区,山西,朔州市,X062,947,239.0,226333.0,2019,3,护肤品,隔离霜
29331,D28264,2019-07-26,S17631,南区,湖南,常德市,X017,1282,213.0,273066.0,2019,7,护肤品,眼霜
29332,D26921,2019-05-14,S21168,东区,安徽,蚌埠市,X042,644,159.0,102396.0,2019,5,护肤品,洁面乳
29333,D21953,2019-05-02,S21838,南区,福建,泉州市,X068,1034,225.0,232650.0,2019,5,护肤品,防晒霜
29334,D30050,2019-09-03,S19309,南区,广东,深圳市,X042,531,159.0,84429.0,2019,9,护肤品,洁面乳
29335,D22227,2019-02-22,S20522,东区,上海,上海市,X057,447,245.0,109515.0,2019,2,护肤品,爽肤水
29336,D29104,2019-07-25,S21964,南区,广东,江门市,X029,644,154.0,99176.0,2019,7,护肤品,面霜
29337,D21365,2019-04-29,S13701,北区,山东,潍坊市,X077,1460,247.0,360620.0,2019,4,彩妆,口红
29338,D28889,2019-07-09,S12100,东区,浙江,台州市,X089,357,104.0,37128.0,2019,7,彩妆,粉底
29339,D32823,2019-05-19,S19686,南区,福建,三明市,X037,932,195.0,181740.0,2019,5,护肤品,面霜
29340,D25850,2019-07-19,S15732,南区,广西,贺州市,X030,1261,237.0,298857.0,2019,7,护肤品,面霜
29341,D24922,2019-09-03,S15410,东区,湖北,鄂州市,X023,818,235.0,192230.0,2019,9,护肤品,眼霜
29342,D32863,2019-07-02,S16184,南区,广西,北海市,X054,1682,83.0,139606.0,2019,7,护肤品,爽肤水
29343,D23433,2019-09-13,S11812,北区,天津,天津市,X026,1805,101.0,182305.0,2019,9,护肤品,面霜
29344,D21915,2019-07-22,S13886,东区,湖北,武汉市,X022,389,158.0,61462.0,2019,7,护肤品,眼霜
29345,D29816,2019-04-29,S22423,西区,陕西,安康市,X068,1085,225.0,244125.0,2019,4,护肤品,防晒霜
29346,D21956,2019-05-23,S11385,西区,宁夏,石嘴山市,X072,1346,62.0,83452.0,2019,5,护肤品,防晒霜
29347,D32134,2019-07-25,S15332,东区,江苏,苏州市,X029,718,154.0,110572.0,2019,7,护肤品,面霜
29348,D24351,2019-05-28,S12814,南区,广东,梅州市,X089,1783,104.0,185432.0,2019,5,彩妆,粉底
29349,D26011,2019-08-21,S21324,东区,江苏,泰州市,X051,354,203.0,71862.0,2019,8,护肤品,爽肤水
29350,D21348,2019-06-23,S11856,西区,四川,内江市,X008,1234,119.0,146846.0,2019,6,护肤品,面膜
29351,D22489,2019-09-19,S13157,西区,云南,德宏傣族景颇族自治州,X072,712,62.0,44144.0,2019,9,护肤品,防晒霜
29352,D22352,2019-07-20,S23139,西区,甘肃,平凉市,X026,515,101.0,52015.0,2019,7,护肤品,面霜
29353,D25049,2019-07-23,S10510,南区,福建,泉州市,X018,726,212.0,153912.0,2019,7,护肤品,眼霜
29354,D22652,2019-08-11,S14911,东区,江苏,泰州市,X047,891,192.0,171072.0,2019,8,护肤品,爽肤水
29355,D21856,2019-07-12,S17476,东区,湖北,武汉市,X038,452,102.0,46104.0,2019,7,护肤品,面霜
29356,D23157,2019-05-30,S14069,北区,河北,邯郸市,X031,1121,86.0,96406.0,2019,5,护肤品,面霜
29357,D24388,2019-03-15,S22955,南区,江西,萍乡市,X015,263,151.0,39713.0,2019,3,护肤品,面膜
